images,x,y,labels,scores
S_07_05_16_DSC00162.JPG,811.892669677734,608.250518798828,2,0.942628443241119
S_07_05_16_DSC00163.JPG,1082.29241943359,2744.8447265625,2,0.968781232833862
S_07_05_16_DSC00163.JPG,1304.56329345703,2797.51586914063,2,0.394109755754471
S_07_05_16_DSC00307.JPG,3208.4755859375,16.5896911621094,1,0.818841695785523
S_07_05_16_DSC00307.JPG,3463.14074707031,11.0166592597961,1,0.293055772781372
S_07_05_16_DSC00307.JPG,3308.62585449219,574.772552490234,2,0.956437706947327
S_07_05_16_DSC00307.JPG,3258.02307128906,744.372406005859,2,0.925551056861877
S_07_05_16_DSC00307.JPG,3238.92138671875,796.464050292969,2,0.901009738445282
S_07_05_16_DSC00307.JPG,3381.57019042969,564.493774414063,2,0.673088371753693
S_07_05_16_DSC00307.JPG,2478.66394042969,1009.60061645508,4,0.966587960720062
S_07_05_16_DSC00307.JPG,2472.009765625,918.742370605469,4,0.942926824092865
S_07_05_16_DSC00307.JPG,2592.70751953125,1125.92388916016,4,0.442397922277451
S_07_05_16_DSC00307.JPG,3919.81225585938,337.803588867188,4,0.441692858934402
S_07_05_16_DSC00307.JPG,3452.04797363281,520.300872802734,4,0.288454562425613
S_07_05_16_DSC00308.JPG,3202.95056152344,2167.17712402344,2,0.980672657489777
S_07_05_16_DSC00308.JPG,2205.861328125,666.220703125,2,0.96181046962738
S_07_05_16_DSC00308.JPG,2766.89318847656,1443.85693359375,2,0.961402833461762
S_07_05_16_DSC00308.JPG,2367.9150390625,1407.72222900391,2,0.949166059494019
S_07_05_16_DSC00308.JPG,3505.9033203125,1003.83569335938,2,0.94712620973587
S_07_05_16_DSC00308.JPG,3328.44262695313,872.899108886719,2,0.945173621177673
S_07_05_16_DSC00308.JPG,2750.2685546875,1309.38928222656,2,0.934173107147217
S_07_05_16_DSC00308.JPG,2274.25085449219,636.021301269531,2,0.930636048316956
S_07_05_16_DSC00308.JPG,2287.76611328125,1238.75213623047,2,0.90655380487442
S_07_05_16_DSC00308.JPG,3269.04565429688,2117.94372558594,2,0.889108717441559
S_07_05_16_DSC00308.JPG,3093.28442382813,2365.85668945313,2,0.887507677078247
S_07_05_16_DSC00308.JPG,3806.50634765625,1238.41918945313,2,0.742101967334747
S_07_05_16_DSC00308.JPG,2650.72717285156,367.680755615234,2,0.615277290344238
S_07_05_16_DSC00308.JPG,2906.81384277344,1489.39996337891,2,0.56090122461319
S_07_05_16_DSC00308.JPG,2990.76147460938,1649.51458740234,2,0.404282420873642
S_07_05_16_DSC00308.JPG,2344.46704101563,2642.28198242188,4,0.970182120800018
S_07_05_16_DSC00308.JPG,3732.40661621094,1098.94757080078,4,0.968968212604523
S_07_05_16_DSC00308.JPG,5564.7998046875,1122.14196777344,4,0.944857120513916
S_07_05_16_DSC00308.JPG,2327.2080078125,2565.32141113281,4,0.900253117084503
S_07_05_16_DSC00308.JPG,1964.26867675781,537.533798217773,4,0.835922598838806
S_07_05_16_DSC00308.JPG,3664.15673828125,1253.73822021484,4,0.826375365257263
S_07_05_16_DSC00308.JPG,3373.55200195313,2115.86926269531,4,0.691181778907776
S_07_05_16_DSC00308.JPG,2899.11547851563,1599.53472900391,4,0.627566456794739
S_07_05_16_DSC00308.JPG,2590.53173828125,336.893096923828,4,0.547807514667511
S_07_05_16_DSC00308.JPG,3386.3056640625,1002.09027099609,4,0.37674468755722
S_07_05_16_DSC00308.JPG,3079.90734863281,2409.77026367188,4,0.368568331003189
S_07_05_16_DSC00308.JPG,3358.65417480469,1477.94561767578,5,0.876769602298737
S_07_05_16_DSC00308.JPG,3816.43640136719,1819.57891845703,5,0.381108552217484
S_07_05_16_DSC00309.JPG,2071.5244140625,2608.63488769531,2,0.974754571914673
S_07_05_16_DSC00309.JPG,1950.82000732422,1388.26892089844,2,0.974011659622192
S_07_05_16_DSC00309.JPG,2140.98278808594,2481.8271484375,2,0.972453534603119
S_07_05_16_DSC00309.JPG,3086.00317382813,1349.36218261719,2,0.971036791801453
S_07_05_16_DSC00309.JPG,2137.20434570313,1770.07641601563,2,0.970808506011963
S_07_05_16_DSC00309.JPG,2336.7392578125,3242.8779296875,2,0.959102213382721
S_07_05_16_DSC00309.JPG,2409.99792480469,2209.97802734375,2,0.956104099750519
S_07_05_16_DSC00309.JPG,1979.34143066406,1263.62390136719,2,0.954318344593048
S_07_05_16_DSC00309.JPG,2671.01831054688,3321.71752929688,2,0.950725018978119
S_07_05_16_DSC00309.JPG,1818.21069335938,2495.8427734375,2,0.948228657245636
S_07_05_16_DSC00309.JPG,2310.22192382813,2170.517578125,2,0.944441318511963
S_07_05_16_DSC00309.JPG,2906.98742675781,3507.57409667969,2,0.928590059280396
S_07_05_16_DSC00309.JPG,2810.08325195313,3364.90625,2,0.924087524414063
S_07_05_16_DSC00309.JPG,1651.69171142578,554.322235107422,2,0.921400785446167
S_07_05_16_DSC00309.JPG,1695.04901123047,1162.72442626953,2,0.907545983791351
S_07_05_16_DSC00309.JPG,2813.02026367188,3467.6328125,2,0.907409489154816
S_07_05_16_DSC00309.JPG,1734.64788818359,694.624328613281,2,0.905570268630981
S_07_05_16_DSC00309.JPG,2189.90234375,3156.01159667969,2,0.874382138252258
S_07_05_16_DSC00309.JPG,2997.72082519531,1427.80181884766,2,0.826087594032288
S_07_05_16_DSC00309.JPG,3702.92626953125,3525.55615234375,2,0.810521543025971
S_07_05_16_DSC00309.JPG,3675.07482910156,3089.93188476563,2,0.635960936546326
S_07_05_16_DSC00309.JPG,2651.28454589844,3198.88232421875,2,0.32342329621315
S_07_05_16_DSC00309.JPG,3535.38818359375,3108.26708984375,4,0.957286536693573
S_07_05_16_DSC00309.JPG,3423.68139648438,3199.18249511719,4,0.907578468322754
S_07_05_16_DSC00309.JPG,3247.046875,2881.330078125,4,0.859874665737152
S_07_05_16_DSC00309.JPG,3289.82299804688,3302.29455566406,4,0.84689736366272
S_07_05_16_DSC00309.JPG,5287.11206054688,2929.98217773438,4,0.723536610603333
S_07_05_16_DSC00309.JPG,2855.14465332031,1688.03234863281,4,0.669509291648865
