images,x_min,y_min,x_max,y_max,labels,scores,x,y
S_07_05_16_DSC00162.JPG,776.459350585938,567.514221191406,847.325988769531,648.98681640625,2,0.942628443241119,811.892669677734,608.250518798828
S_07_05_16_DSC00163.JPG,1049.55407714844,2701.30004882813,1115.03076171875,2788.38940429688,2,0.968781232833862,1082.29241943359,2744.8447265625
S_07_05_16_DSC00163.JPG,1277.47485351563,2760.83984375,1331.65173339844,2834.19189453125,2,0.394109755754471,1304.56329345703,2797.51586914063
S_07_05_16_DSC00307.JPG,3169.83276367188,-0.261753082275391,3247.11840820313,33.4411354064941,1,0.818841695785523,3208.4755859375,16.5896911621094
S_07_05_16_DSC00307.JPG,3433.95678710938,0.0609064102172852,3492.32470703125,21.972412109375,1,0.293055772781372,3463.14074707031,11.0166592597961
S_07_05_16_DSC00307.JPG,3278.90112304688,536.496520996094,3338.3505859375,613.048583984375,2,0.956437706947327,3308.62585449219,574.772552490234
S_07_05_16_DSC00307.JPG,3230.04248046875,715.022521972656,3286.00366210938,773.722290039063,2,0.925551056861877,3258.02307128906,744.372406005859
S_07_05_16_DSC00307.JPG,3225.03051757813,776.216613769531,3252.81225585938,816.711486816406,2,0.901009738445282,3238.92138671875,796.464050292969
S_07_05_16_DSC00307.JPG,3352.18481445313,535.4892578125,3410.95556640625,593.498291015625,2,0.673088371753693,3381.57019042969,564.493774414063
S_07_05_16_DSC00307.JPG,2459.81030273438,995.348937988281,2497.517578125,1023.85229492188,4,0.966587960720062,2478.66394042969,1009.60061645508
S_07_05_16_DSC00307.JPG,2461.88061523438,898.944152832031,2482.13891601563,938.540588378906,4,0.942926824092865,2472.009765625,918.742370605469
S_07_05_16_DSC00307.JPG,2570.4375,1114.35363769531,2614.9775390625,1137.494140625,4,0.442397922277451,2592.70751953125,1125.92388916016
S_07_05_16_DSC00307.JPG,3887.74829101563,312.228179931641,3951.87622070313,363.378997802734,4,0.441692858934402,3919.81225585938,337.803588867188
S_07_05_16_DSC00307.JPG,3437.447265625,512.293395996094,3466.64868164063,528.308349609375,4,0.288454562425613,3452.04797363281,520.300872802734
S_07_05_16_DSC00308.JPG,3172.48217773438,2138.25390625,3233.4189453125,2196.10034179688,2,0.980672657489777,3202.95056152344,2167.17712402344
S_07_05_16_DSC00308.JPG,2182.76953125,621.77587890625,2228.953125,710.66552734375,2,0.96181046962738,2205.861328125,666.220703125
S_07_05_16_DSC00308.JPG,2745.81420898438,1402.59655761719,2787.97216796875,1485.11730957031,2,0.961402833461762,2766.89318847656,1443.85693359375
S_07_05_16_DSC00308.JPG,2334.03051757813,1378.66955566406,2401.79956054688,1436.77490234375,2,0.949166059494019,2367.9150390625,1407.72222900391
S_07_05_16_DSC00308.JPG,3474.79736328125,985.087768554688,3537.00927734375,1022.58361816406,2,0.94712620973587,3505.9033203125,1003.83569335938
S_07_05_16_DSC00308.JPG,3310.67309570313,835.785888671875,3346.21215820313,910.012329101563,2,0.945173621177673,3328.44262695313,872.899108886719
S_07_05_16_DSC00308.JPG,2723.845703125,1276.26342773438,2776.69140625,1342.51513671875,2,0.934173107147217,2750.2685546875,1309.38928222656
S_07_05_16_DSC00308.JPG,2252.00122070313,595.041564941406,2296.50048828125,677.001037597656,2,0.930636048316956,2274.25085449219,636.021301269531
S_07_05_16_DSC00308.JPG,2267.71948242188,1200.25732421875,2307.81274414063,1277.24694824219,2,0.90655380487442,2287.76611328125,1238.75213623047
S_07_05_16_DSC00308.JPG,3248.82763671875,2101.80737304688,3289.263671875,2134.080078125,2,0.889108717441559,3269.04565429688,2117.94372558594
S_07_05_16_DSC00308.JPG,3072.13745117188,2336.21240234375,3114.43139648438,2395.5009765625,2,0.887507677078247,3093.28442382813,2365.85668945313
S_07_05_16_DSC00308.JPG,3765.77514648438,1217.06091308594,3847.23754882813,1259.77746582031,2,0.742101967334747,3806.50634765625,1238.41918945313
S_07_05_16_DSC00308.JPG,2620.99169921875,329.618560791016,2680.46264648438,405.742950439453,2,0.615277290344238,2650.72717285156,367.680755615234
S_07_05_16_DSC00308.JPG,2878.392578125,1462.6044921875,2935.23510742188,1516.19543457031,2,0.56090122461319,2906.81384277344,1489.39996337891
S_07_05_16_DSC00308.JPG,2950.36645507813,1632.064453125,3031.15649414063,1666.96472167969,2,0.404282420873642,2990.76147460938,1649.51458740234
S_07_05_16_DSC00308.JPG,2323.06982421875,2628.2001953125,2365.8642578125,2656.36376953125,4,0.970182120800018,2344.46704101563,2642.28198242188
S_07_05_16_DSC00308.JPG,3705.947265625,1079.55419921875,3758.86596679688,1118.34094238281,4,0.968968212604523,3732.40661621094,1098.94757080078
