image,seconds,milliseconds
04bda8c273b5ef6b29e1f318a1da3e7506a5e4d8.JPG,0.1835203310001816,183.5203310001816
04e8092d743bef891386f3e0ce82155f12aa4035.JPG,0.18423364999989644,184.23364999989644
04f53ca293e5037fc04f61e49b372d8f003c482d.JPG,0.18254946199976985,182.54946199976985
052dd6b36a90b1d68fc38a6151b43caf7cbc9d43.JPG,0.18130651199999193,181.30651199999193
05964db76e32bf325ee31238c27cfadab43cabaa.JPG,0.18565753999973822,185.65753999973822
0785190a5cc7d49d248762a1dea380f9ae610692.JPG,0.18061432299964508,180.61432299964508
081493d9934b2cd12b23cf458315febdaa986723.JPG,0.22017872900005386,220.17872900005386
09ba52297d91b809d44d929cf4562f7ddc7cfdf8.JPG,0.19417113500003325,194.17113500003325
09c6f920438ddbad145e884ec6332002873d6362.JPG,0.31653817200003687,316.53817200003687
0bca00e35222ba9d46cd487c3a49127dabbada1c.JPG,0.18675918900044053,186.75918900044053
0c3a3464d66bda24aa7328dc188eabeb4726ae1e.JPG,0.1824338019996503,182.4338019996503
0ce88f1797423e71eea30912e6b1858d4ce87c49.JPG,0.1917628659998627,191.7628659998627
0e7248f8199cea4aa0a06aa7ef5e00805edbe3b1.JPG,0.18296629099995698,182.96629099995698
102d2b93e0bad39c8c041242787eb9eb613848ec.JPG,0.1907054960001915,190.7054960001915
112351277475e7c55f29d5a3c8c5a349216b514a.JPG,0.18615494999994553,186.15494999994553
13524d73233a9cc6f30cd1ab853064150e074eaf.JPG,0.30338576499980263,303.38576499980263
136761239823dcfefbbfda0a570aee77c3608dbf.JPG,0.18142650899972068,181.42650899972068
14155f30121958a811385dd40c96f8e9294da086.JPG,0.1834907470001781,183.4907470001781
14e3dd3050fda5620d8535fa9be946cd68aacbd2.JPG,0.19633836899993184,196.33836899993184
15164df636bbabf09ab627c8f27dd0f9d24ff50f.JPG,0.1947210799999084,194.7210799999084
15b3aad3d8f95e35136aa2b056afdaabcc391c6c.JPG,0.18263316799993845,182.63316799993845
16054d6e056647174eff566aa6b5350540913725.JPG,0.18293036799968831,182.93036799968831
1637c7b05d93390d2aa48e599a8dbb4833697e1c.JPG,0.2938040499998351,293.8040499998351
1742ea5ac06b404e76448e60e8cb452f2335d308.JPG,0.18148666800016144,181.48666800016144
17dffacdd513c8d5212304a674a42ada0e8000e4.JPG,0.1976729590001014,197.6729590001014
186718eded0e30dabe82f733a2bcb61afea7bce4.JPG,0.18091570899969156,180.91570899969156
