images,x,y,labels,scores
01802f75da35434ab373569fffc1fd65a3417aef.JPG,5246.357421875,3558.076171875,6,0.7775620818138123
01802f75da35434ab373569fffc1fd65a3417aef.JPG,5399.695556640625,3471.7711181640625,6,0.8389946818351746
01802f75da35434ab373569fffc1fd65a3417aef.JPG,5281.511962890625,3608.7119140625,6,0.7814369797706604
01802f75da35434ab373569fffc1fd65a3417aef.JPG,5362.650634765625,3534.47216796875,6,0.842958927154541
01802f75da35434ab373569fffc1fd65a3417aef.JPG,5394.8818359375,3561.7783203125,6,0.5377709865570068
01802f75da35434ab373569fffc1fd65a3417aef.JPG,5299.216796875,3497.1175537109375,6,0.7465398907661438
01802f75da35434ab373569fffc1fd65a3417aef.JPG,5474.947021484375,3602.788818359375,6,0.6999044418334961
018f5ab5b7516a47ff2ac48a9fc08353b533c30f.JPG,1721.531982421875,658.1806945800781,6,0.7510079145431519
018f5ab5b7516a47ff2ac48a9fc08353b533c30f.JPG,936.4534301757812,1529.9448852539062,6,0.8064976334571838
018f5ab5b7516a47ff2ac48a9fc08353b533c30f.JPG,1404.51416015625,1655.7000732421875,6,0.8391352891921997
018f5ab5b7516a47ff2ac48a9fc08353b533c30f.JPG,1497.169189453125,1995.8033447265625,6,0.8430206179618835
018f5ab5b7516a47ff2ac48a9fc08353b533c30f.JPG,1289.4805908203125,1866.9334716796875,6,0.8438120484352112
018f5ab5b7516a47ff2ac48a9fc08353b533c30f.JPG,1471.7000732421875,2187.4287109375,6,0.8082065582275391
018f5ab5b7516a47ff2ac48a9fc08353b533c30f.JPG,1492.2852783203125,2044.1459350585938,6,0.7737735509872437
018f5ab5b7516a47ff2ac48a9fc08353b533c30f.JPG,1234.3079223632812,1896.0130615234375,6,0.677392840385437
018f5ab5b7516a47ff2ac48a9fc08353b533c30f.JPG,2191.509033203125,1756.417724609375,6,0.8257154226303101
018f5ab5b7516a47ff2ac48a9fc08353b533c30f.JPG,1864.9519653320312,1777.7888793945312,6,0.8256914615631104
018f5ab5b7516a47ff2ac48a9fc08353b533c30f.JPG,2146.8604736328125,2026.4061279296875,6,0.8135883212089539
018f5ab5b7516a47ff2ac48a9fc08353b533c30f.JPG,1901.5623168945312,1800.0191650390625,6,0.6537947654724121
018f5ab5b7516a47ff2ac48a9fc08353b533c30f.JPG,2701.2408447265625,2395.4659423828125,6,0.8091709613800049
02033bf9b6c41f5815072434f8d61707cc8ea1fb.JPG,5261.791259765625,1553.4937744140625,6,0.9042078852653505
02033bf9b6c41f5815072434f8d61707cc8ea1fb.JPG,3032.3604736328125,3640.6739501953125,6,0.5204489827156067
02e306916552df0dfe01fa352590ebb5f2a8b8ab.JPG,3604.1690673828125,2707.9908447265625,6,0.8724986910820007
02e306916552df0dfe01fa352590ebb5f2a8b8ab.JPG,3433.4420166015625,2309.086669921875,6,0.7012826204299927
045f3b931fae913307c1f11512e79ddd891cb3ad.JPG,2391.8485107421875,2747.802490234375,6,0.9284223914146424
045f3b931fae913307c1f11512e79ddd891cb3ad.JPG,2149.9881591796875,3039.246337890625,6,0.8978472948074341
045f3b931fae913307c1f11512e79ddd891cb3ad.JPG,2401.2552490234375,2886.426513671875,6,0.8730849623680115
04bda8c273b5ef6b29e1f318a1da3e7506a5e4d8.JPG,3263.716064453125,2582.6142578125,6,0.8136959671974182
04e8092d743bef891386f3e0ce82155f12aa4035.JPG,336.36961364746094,2622.514892578125,6,0.8729007840156555
04e8092d743bef891386f3e0ce82155f12aa4035.JPG,507.1175231933594,2671.0474853515625,6,0.8596600294113159
04e8092d743bef891386f3e0ce82155f12aa4035.JPG,86.0938720703125,2655.3026123046875,6,0.7719511389732361
04e8092d743bef891386f3e0ce82155f12aa4035.JPG,243.7442398071289,2638.0067138671875,6,0.5183694958686829
04e8092d743bef891386f3e0ce82155f12aa4035.JPG,776.9537048339844,3120.0654296875,6,0.874175488948822
04e8092d743bef891386f3e0ce82155f12aa4035.JPG,957.3489379882812,3208.8824462890625,6,0.8858378529548645
04e8092d743bef891386f3e0ce82155f12aa4035.JPG,839.9617919921875,3121.0596923828125,6,0.7098587155342102
04e8092d743bef891386f3e0ce82155f12aa4035.JPG,615.2655029296875,3030.82421875,6,0.5670450329780579
04e8092d743bef891386f3e0ce82155f12aa4035.JPG,2088.2872314453125,3233.1082763671875,6,0.851752758026123
04e8092d743bef891386f3e0ce82155f12aa4035.JPG,2207.4505615234375,3622.177490234375,6,0.7881489396095276
04e8092d743bef891386f3e0ce82155f12aa4035.JPG,1914.6983032226562,3534.15966796875,6,0.7479962110519409
04f53ca293e5037fc04f61e49b372d8f003c482d.JPG,4459.9609375,784.2317199707031,6,0.8525562882423401
052dd6b36a90b1d68fc38a6151b43caf7cbc9d43.JPG,2157.13427734375,2485.1617431640625,6,0.8564833998680115
052dd6b36a90b1d68fc38a6151b43caf7cbc9d43.JPG,2227.3133544921875,2544.2098388671875,6,0.803585946559906
052dd6b36a90b1d68fc38a6151b43caf7cbc9d43.JPG,2385.513916015625,2770.6014404296875,6,0.8150570392608643
052dd6b36a90b1d68fc38a6151b43caf7cbc9d43.JPG,2250.0247802734375,2547.4222412109375,6,0.7139372825622559
052dd6b36a90b1d68fc38a6151b43caf7cbc9d43.JPG,2493.790283203125,2835.712158203125,6,0.7858409285545349
052dd6b36a90b1d68fc38a6151b43caf7cbc9d43.JPG,2513.089599609375,2899.6387939453125,6,0.6321734189987183
052dd6b36a90b1d68fc38a6151b43caf7cbc9d43.JPG,2975.93212890625,3028.414794921875,6,0.7754632234573364
052dd6b36a90b1d68fc38a6151b43caf7cbc9d43.JPG,2834.984375,3049.678955078125,6,0.8660228252410889
052dd6b36a90b1d68fc38a6151b43caf7cbc9d43.JPG,2814.38134765625,3136.48388671875,6,0.7987698912620544
052dd6b36a90b1d68fc38a6151b43caf7cbc9d43.JPG,3002.76123046875,3521.8262939453125,6,0.7668360471725464
052dd6b36a90b1d68fc38a6151b43caf7cbc9d43.JPG,3096.7847900390625,3554.26611328125,6,0.7349034547805786
05964db76e32bf325ee31238c27cfadab43cabaa.JPG,4597.9931640625,293.38291931152344,6,0.8227401375770569
05964db76e32bf325ee31238c27cfadab43cabaa.JPG,4573.580810546875,541.45947265625,6,0.7474280595779419
0785190a5cc7d49d248762a1dea380f9ae610692.JPG,1045.5352172851562,754.1927185058594,6,0.8809288740158081
0785190a5cc7d49d248762a1dea380f9ae610692.JPG,1196.37744140625,722.2357788085938,6,0.9272280335426332
0785190a5cc7d49d248762a1dea380f9ae610692.JPG,1197.2728881835938,690.4476013183594,6,0.8903287649154663
0785190a5cc7d49d248762a1dea380f9ae610692.JPG,1131.6123046875,796.0759887695312,6,0.8130566477775574
081493d9934b2cd12b23cf458315febdaa986723.JPG,214.3997650146484,2362.66748046875,6,0.8656110167503357
081493d9934b2cd12b23cf458315febdaa986723.JPG,209.12289428710938,2414.65283203125,6,0.8245079517364502
081493d9934b2cd12b23cf458315febdaa986723.JPG,389.0086364746094,2469.7901611328125,6,0.8431971669197083
081493d9934b2cd12b23cf458315febdaa986723.JPG,57.34440994262695,2530.3966064453125,6,0.8103436827659607
081493d9934b2cd12b23cf458315febdaa986723.JPG,40.81077766418457,2773.1259765625,6,0.7913808226585388
081493d9934b2cd12b23cf458315febdaa986723.JPG,177.98851013183594,3193.8153076171875,6,0.8536214232444763
081493d9934b2cd12b23cf458315febdaa986723.JPG,237.8356552124023,2918.649658203125,6,0.738890528678894
09ba52297d91b809d44d929cf4562f7ddc7cfdf8.JPG,412.51280212402344,577.5830688476562,6,0.7924064993858337
09ba52297d91b809d44d929cf4562f7ddc7cfdf8.JPG,1264.2378540039062,660.5341491699219,6,0.7824973464012146
09ba52297d91b809d44d929cf4562f7ddc7cfdf8.JPG,22.623709678649906,1183.6895751953125,6,0.7150556445121765
09ba52297d91b809d44d929cf4562f7ddc7cfdf8.JPG,247.97091674804688,1364.9370727539062,6,0.6346721649169922
09ba52297d91b809d44d929cf4562f7ddc7cfdf8.JPG,296.41712951660156,1975.7905883789062,6,0.5221483111381531
09ba52297d91b809d44d929cf4562f7ddc7cfdf8.JPG,1401.6660766601562,3332.990234375,6,0.7808915972709656
09ba52297d91b809d44d929cf4562f7ddc7cfdf8.JPG,1410.969970703125,3273.89501953125,6,0.799164891242981
09ba52297d91b809d44d929cf4562f7ddc7cfdf8.JPG,1161.8934936523438,3429.3035888671875,6,0.8398951292037964
09ba52297d91b809d44d929cf4562f7ddc7cfdf8.JPG,1349.3275146484375,3447.7679443359375,6,0.8726750612258911
09ba52297d91b809d44d929cf4562f7ddc7cfdf8.JPG,1366.4280395507812,3478.2977294921875,6,0.8107456564903259
09c6f920438ddbad145e884ec6332002873d6362.JPG,358.89268493652344,544.2861022949219,6,0.8331770896911621
09c6f920438ddbad145e884ec6332002873d6362.JPG,525.3135681152344,1010.8404541015624,6,0.7826816439628601
09c6f920438ddbad145e884ec6332002873d6362.JPG,448.4618377685547,1085.2107543945312,6,0.8121865391731262
09c6f920438ddbad145e884ec6332002873d6362.JPG,758.7857360839844,951.3463745117188,6,0.8531112670898438
09c6f920438ddbad145e884ec6332002873d6362.JPG,685.8569641113281,837.1004943847656,6,0.811257541179657
09c6f920438ddbad145e884ec6332002873d6362.JPG,722.4499206542969,1070.8280639648438,6,0.8214945793151855
09c6f920438ddbad145e884ec6332002873d6362.JPG,362.7046661376953,1659.8333740234375,6,0.848723828792572
09c6f920438ddbad145e884ec6332002873d6362.JPG,217.94580841064453,1574.4144897460938,6,0.8602860569953918
09c6f920438ddbad145e884ec6332002873d6362.JPG,345.69415283203125,1313.1380004882812,6,0.8556629419326782
09c6f920438ddbad145e884ec6332002873d6362.JPG,410.2372589111328,1664.3060302734375,6,0.8675898909568787
09c6f920438ddbad145e884ec6332002873d6362.JPG,546.4562377929688,1519.0653076171875,6,0.8432890772819519
09c6f920438ddbad145e884ec6332002873d6362.JPG,411.8183135986328,1622.9773559570312,6,0.7605396509170532
09c6f920438ddbad145e884ec6332002873d6362.JPG,458.11785888671875,1424.62744140625,6,0.8043909072875977
09c6f920438ddbad145e884ec6332002873d6362.JPG,474.93482971191406,1473.9730224609375,6,0.794594943523407
09c6f920438ddbad145e884ec6332002873d6362.JPG,386.80418395996094,1384.6085205078125,6,0.7792984843254089
09c6f920438ddbad145e884ec6332002873d6362.JPG,359.48390197753906,1538.8743896484375,6,0.7552332282066345
09c6f920438ddbad145e884ec6332002873d6362.JPG,475.29466247558594,1456.919677734375,6,0.7560825943946838
09c6f920438ddbad145e884ec6332002873d6362.JPG,556.4820251464844,1589.3815307617188,6,0.50531005859375
09c6f920438ddbad145e884ec6332002873d6362.JPG,780.5642700195312,1290.2273559570312,6,0.7731209397315979
09c6f920438ddbad145e884ec6332002873d6362.JPG,592.3309936523438,1616.3872680664062,6,0.7573621869087219
09c6f920438ddbad145e884ec6332002873d6362.JPG,292.33860778808594,1821.0859375,6,0.8452805280685425
0c3a3464d66bda24aa7328dc188eabeb4726ae1e.JPG,4435.613037109375,2651.4095458984375,6,0.851028561592102
0c3a3464d66bda24aa7328dc188eabeb4726ae1e.JPG,4134.872314453125,2939.835205078125,6,0.7643467783927917
0c3a3464d66bda24aa7328dc188eabeb4726ae1e.JPG,4509.83935546875,2926.7283935546875,6,0.566149115562439
0ce88f1797423e71eea30912e6b1858d4ce87c49.JPG,3910.028564453125,66.68075561523438,6,0.8018499612808228
0ce88f1797423e71eea30912e6b1858d4ce87c49.JPG,3877.2501220703125,355.0153350830078,6,0.8170979022979736
0ce88f1797423e71eea30912e6b1858d4ce87c49.JPG,3942.3974609375,354.33592224121094,6,0.8975741863250732
0ce88f1797423e71eea30912e6b1858d4ce87c49.JPG,4021.2391357421875,444.6226348876953,6,0.8889719843864441
0ce88f1797423e71eea30912e6b1858d4ce87c49.JPG,4086.1915283203125,313.8339080810547,6,0.8565208315849304
0ce88f1797423e71eea30912e6b1858d4ce87c49.JPG,4274.08447265625,377.94749450683594,6,0.8390512466430664
0ce88f1797423e71eea30912e6b1858d4ce87c49.JPG,4206.40576171875,515.1635894775391,6,0.8673936128616333
0ce88f1797423e71eea30912e6b1858d4ce87c49.JPG,3989.139404296875,354.1766052246094,6,0.8373926281929016
0ce88f1797423e71eea30912e6b1858d4ce87c49.JPG,4065.542236328125,369.45301818847656,6,0.8315911889076233
0ce88f1797423e71eea30912e6b1858d4ce87c49.JPG,4207.789794921875,11.209696263074877,6,0.8645257353782654
0ce88f1797423e71eea30912e6b1858d4ce87c49.JPG,4150.29638671875,489.8079071044922,6,0.8009335398674011
