image,seconds,milliseconds
04bda8c273b5ef6b29e1f318a1da3e7506a5e4d8.JPG,0.44115646299997024,441.15646299997024
04e8092d743bef891386f3e0ce82155f12aa4035.JPG,0.5405441419998169,540.5441419998169
04f53ca293e5037fc04f61e49b372d8f003c482d.JPG,0.4312853689998519,431.2853689998519
052dd6b36a90b1d68fc38a6151b43caf7cbc9d43.JPG,0.4939220699998259,493.9220699998259
05964db76e32bf325ee31238c27cfadab43cabaa.JPG,0.4399565439998696,439.9565439998696
0785190a5cc7d49d248762a1dea380f9ae610692.JPG,0.43645174599987513,436.45174599987513
081493d9934b2cd12b23cf458315febdaa986723.JPG,0.4674834269999337,467.4834269999337
09ba52297d91b809d44d929cf4562f7ddc7cfdf8.JPG,0.44288053199943533,442.88053199943533
09c6f920438ddbad145e884ec6332002873d6362.JPG,0.43391643699942506,433.91643699942506
0bca00e35222ba9d46cd487c3a49127dabbada1c.JPG,0.4294506010000987,429.4506010000987
0c3a3464d66bda24aa7328dc188eabeb4726ae1e.JPG,0.5430029890003425,543.0029890003425
0ce88f1797423e71eea30912e6b1858d4ce87c49.JPG,0.4716864419997364,471.6864419997364
0e7248f8199cea4aa0a06aa7ef5e00805edbe3b1.JPG,0.43047912899965013,430.47912899965013
102d2b93e0bad39c8c041242787eb9eb613848ec.JPG,0.4293682090001312,429.3682090001312
112351277475e7c55f29d5a3c8c5a349216b514a.JPG,0.44212394100031815,442.12394100031815
13524d73233a9cc6f30cd1ab853064150e074eaf.JPG,0.5240131989994552,524.0131989994552
136761239823dcfefbbfda0a570aee77c3608dbf.JPG,0.42955355900085124,429.55355900085124
14155f30121958a811385dd40c96f8e9294da086.JPG,0.43997501200010447,439.97501200010447
14e3dd3050fda5620d8535fa9be946cd68aacbd2.JPG,0.4575927509995381,457.5927509995381
15164df636bbabf09ab627c8f27dd0f9d24ff50f.JPG,0.4591491999999562,459.1491999999562
15b3aad3d8f95e35136aa2b056afdaabcc391c6c.JPG,0.5118682270003774,511.8682270003774
16054d6e056647174eff566aa6b5350540913725.JPG,0.4422593710005458,442.2593710005458
1637c7b05d93390d2aa48e599a8dbb4833697e1c.JPG,0.4293359290004446,429.3359290004446
1742ea5ac06b404e76448e60e8cb452f2335d308.JPG,0.4303908390002107,430.3908390002107
17dffacdd513c8d5212304a674a42ada0e8000e4.JPG,0.6188367469994773,618.8367469994773
186718eded0e30dabe82f733a2bcb61afea7bce4.JPG,0.4742698879999807,474.2698879999807
19c019842e984b53a75251fa6a4c54e05682b762.JPG,0.5075738650002677,507.5738650002677
19fb1468d6c7fd26769598a64ccbb0586952b590.JPG,0.42963237000003573,429.63237000003573
1a76e11d113579dc3f275c950f01fe43fe6c2226.JPG,0.43842580299951806,438.42580299951806
1becd8ebedd1a6feaaeb733b0b498cbde366cd6d.JPG,0.5808719440001369,580.8719440001369
1defaa68d2efe4b420d47d26c78a7735304148c9.JPG,0.4299116789998152,429.9116789998152
1f2f6a4d022bc8f5ba0543e1f395905912f4b10f.JPG,0.4447011789998214,444.7011789998214
1f5ec6c8f6248b307787a7d2417d8f8ebc72b135.JPG,0.42861246000029496,428.61246000029496
20531973231e3d9bb7dbbdfe5ee58c63a6848cb5.JPG,0.5864092390002043,586.4092390002043
2093513f05c4d22f0e754ebfbbbe79e8d56d184b.JPG,0.4869578759999058,486.9578759999058
20e3f6cfc3877f9326f23db1ad1bb445521bb1f2.JPG,0.43676935600069555,436.76935600069555
222128ba0a6d57b80cf6d18d6fcba67ae51886b1.JPG,0.4290535420004744,429.0535420004744
225e227d92912adfd5ecd51e45f9cab35cc98ef3.JPG,0.4287758720001875,428.7758720001875
225fd4ff9c3d8633a6d12ff3c3c36b484b60a98a.JPG,0.5298999820006429,529.8999820006429
22ea3fe40f8ac4e0b70d196e07469642d7fe0f15.JPG,0.4400636629998189,440.0636629998189
